"URL","route type","title","current HTTP status","current indexability","primary decision","destination","GSC indexing evidence","GSC clicks","GSC impressions","GSC CTR %","GSC average position","GSC recent clicks","GSC recent impressions","GSC click-rate trend","GA4 sessions","GA4 avg engagement per session","content overlap evidence","rationale","implementation status"
"https://freeaipromptmaker.com/","homepage","Midjourney v7 Prompt Helper & Flux Pro Prompt Builder","200","indexable","IMPROVE","","NO_SAMPLE_LEVEL_GSC_STATUS","67","11026","0,6","8,9","50","6764","GROWING","38","2 dk. 04 sn.","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_DECISION"
"https://freeaipromptmaker.com/about","legal-trust","About Free AI Prompt Maker — Mission, Expertise & Editorial Standards | Free AI Prompt Maker","200","indexable","IMPROVE","","NO_SAMPLE_LEVEL_GSC_STATUS","1","185","0,5","7,3","1","85","NEW_OR_RECENT_GROWTH","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_DECISION"
"https://freeaipromptmaker.com/blog/2025-12-03-fix-ai-art-hands-faces-text-guide","guide","Fixing the Glitches: A Practical Guide to Correcting AI Art Hands, Faces, and Text | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-04-level-up-campaign-ai-art-dnd-ttrpg","guide","Level Up Your Campaign: The Ultimate Guide to AI Art for D&D and TTRPGs | Free AI Prompt Maker","200","indexable","IMPROVE","","Crawled - currently not indexed (GSC 2026-07-10)","0","49","0","12,5","","","NO_CLICK_TREND","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-05-ai-animation-video-prompts-guide","guide","From Still to Motion: The Ultimate Guide to AI Animation & Video Prompts | Free AI Prompt Maker","200","indexable","IMPROVE","","Crawled - currently not indexed (GSC 2026-07-10)","2","638","0,3","9,3","","","DECLINING","1","26 sn","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-05-cyberpunk-ai-art-prompts-collection","guide","50 Stunning Cyberpunk Prompts for AI Art Generators | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","1","25 sn","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-06-midjourney-style-reference-sref-guide","guide","The Ultimate Guide to Midjourney Style Reference (--sref): Create a Consistent Visual Identity | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-12-ai-portrait-character-prompts-guide","guide","AI Portrait Prompts: Create Stunning Character Art | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-13-ai-landscape-prompts-nature-fantasy","guide","Breathtaking AI Landscape Prompts for Every Style | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-13-art-style-keywords-ai-generators","guide","100+ Art Style Keywords for AI Image Generators | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-14-perfect-ai-art-prompt-structure-formula","guide","The Perfect AI Art Prompt Structure: A Formula That Works | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-15-ai-prompt-mistakes-image-quality","guide","10 AI Prompt Mistakes Killing Your Image Quality | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-15-photorealistic-ai-art-prompts","guide","Photorealistic AI Art: Prompts That Look Like Real Photos | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-21-midjourney-consistent-characters-guide","guide","Master Consistent Characters in Midjourney AI Art | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-22-stable-diffusion-controlnet-guide","guide","Stable Diffusion ControlNet Guide: Master Pose & Composition | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-23-master-dall-e-3-chatgpt-image-guide","guide","Master DALL-E 3 with ChatGPT: The Ultimate Image Guide | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-23-unlock-pro-ai-art-quality-settings","guide","Unlock Pro-Level AI Art: Advanced Quality Settings & Techniques | Free AI Prompt Maker","200","indexable","IMPROVE","","Crawled - currently not indexed (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-24-unlock-ai-video-leonardo-motion","guide","Unlock AI Video with Leonardo: Master Motion Features | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-25-ai-prompt-weighting-guide","guide","Master AI Prompt Weighting: Control Every Element in Your Art | Free AI Prompt Maker","200","indexable","IMPROVE","","NO_SAMPLE_LEVEL_GSC_STATUS","10","6646","0,2","8,8","9","4203","GROWING","2","38 sn","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-25-master-anime-ai-art-prompts-styles","guide","Master Anime AI Art: Prompts & Styles for Stunning Images | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-26-master-inpainting-outpainting-ai-art-editing","guide","Master Inpainting & Outpainting: Edit AI Art Like a Pro | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-27-best-stable-diffusion-models-sdxl-1-5-checkpoints-loras","guide","Best Stable Diffusion Models: SDXL, 1.5, Checkpoints & LoRAs | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-27-generate-first-ai-image-beginners-guide","guide","Generate Your First AI Image: A Beginner's Step-by-Step Guide | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-28-midjourney-image-prompts-guide","guide","Master Midjourney Image Prompts: Guide AI Art with Visuals | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-29-master-dall-e-3-in-app-editing","guide","Master DALL-E 3 In-App Editing: Enhance Your AI Art | Free AI Prompt Maker","200","indexable","IMPROVE","","Crawled - currently not indexed (GSC 2026-07-10)","0","520","0","7,4","","","NO_CLICK_TREND","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-29-master-stable-diffusion-img2img","guide","Unlock Stable Diffusion Img2Img: Image-to-Image Mastery | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-30-print-ready-ai-art-commercial-use","guide","Print-Ready AI Art: Master High-Resolution Images for Commercial Use | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-31-master-visual-consistency-ai-art-project-cohesion","guide","Master Visual Consistency in AI Art: Project Cohesion | Free AI Prompt Maker","200","indexable","IMPROVE","","Crawled - currently not indexed (GSC 2026-07-10)","0","28","0","6,3","","","NO_CLICK_TREND","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2025-12-31-train-custom-ai-models-leonardo-ai-guide","guide","Train Custom AI Models on Leonardo AI: Your Guide to Fine-Tuning | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-01-master-ai-art-lighting-prompts","guide","Master AI Art Lighting: Prompts for Mood & Atmosphere | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","1","7 sn","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-01-master-watercolor-ai-art-prompts-techniques","guide","Master Watercolor AI Art: Prompts, Styles & Techniques | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-02-midjourney-stable-diffusion-dall-e-3-comparison","guide","Midjourney vs. Stable Diffusion vs. DALL-E 3: AI Art Generators Compared | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-03-master-descriptive-ai-art-prompts","guide","Master Descriptive AI Art Prompts: Craft Your Vision Precisely | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-03-master-midjourney-in-app-editing-pan-zoom-vary-region","guide","Master Midjourney's In-App Editing: Pan, Zoom & Vary Region | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-04-stable-diffusion-regional-prompting-guide","guide","Master Regional Prompting in Stable Diffusion for Precise Art | Free AI Prompt Maker","200","indexable","IMPROVE","","NO_SAMPLE_LEVEL_GSC_STATUS","122","38089","0,3","6,2","88","28672","GROWING","2","46 sn","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-05-dall-e-3-text-generation-guide","guide","DALL-E 3 Text Generation: Master Words in Your AI Art | Free AI Prompt Maker","200","indexable","IMPROVE","","Crawled - currently not indexed (GSC 2026-07-10)","0","2802","0","6,3","0","706","NO_CLICK_TREND","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-05-master-ai-art-settings-quality-detail","guide","Master AI Art Settings: Maximize Quality, Detail & Fidelity | Free AI Prompt Maker","200","indexable","IMPROVE","","Crawled - currently not indexed (GSC 2026-07-10)","1","477","0,2","11,5","1","136","NEW_OR_RECENT_GROWTH","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-06-master-consistent-characters-leonardo-ai","guide","Master Consistent Characters in Leonardo AI: A Full Guide | Free AI Prompt Maker","200","indexable","IMPROVE","","NO_SAMPLE_LEVEL_GSC_STATUS","17","38656","0","7,7","14","25209","GROWING","1","1 dk. 00 sn.","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-07-master-ai-art-camera-angles-cinematic-prompts-composition","guide","Master AI Art Camera Angles: Cinematic Prompts & Composition | Free AI Prompt Maker","200","indexable","IMPROVE","","Crawled - currently not indexed (GSC 2026-07-10)","3","1155","0,3","9,6","","","DECLINING","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-07-master-oil-painting-ai-art-prompts","guide","Master Oil Painting AI Art: Prompts for Classic & Modern Styles | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-08-master-pixel-art-ai-prompts-styles-techniques","guide","Master Pixel Art AI: Prompts, Styles & Techniques | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-09-ai-art-generator-pricing-midjourney-stable-diffusion-dalle3-costs","guide","AI Art Generator Pricing: Midjourney, SD & DALL-E 3 Costs | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","1","2 sn","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-09-ai-art-iteration-refine-prompts-beginners","guide","AI Art Iteration: Refine Prompts, Improve Images (Beginner Guide) | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-10-master-midjourney-artist-styles-ai-art","guide","Master Midjourney Artist Styles: Elevate Your AI Art | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-11-dall-e-3-character-development-sheets-storyboards","guide","DALL-E 3 Character Development: Sheets, Poses & Storyboards | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","2","1 dk. 20 sn.","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-11-master-comfyui-stable-diffusion-workflow","guide","Master ComfyUI: Visual Workflow for Stable Diffusion | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-12-streamline-ai-art-workflow-generate-faster","guide","Streamline AI Art Workflow: Generate Faster & Smarter | Free AI Prompt Maker","200","indexable","IMPROVE","","Crawled - currently not indexed (GSC 2026-07-10)","0","12","0","7,2","","","NO_CLICK_TREND","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
"https://freeaipromptmaker.com/blog/2026-01-13-master-ai-art-prompt-blending","guide","Master AI Art Prompt Blending: Combine Concepts for Unique Images | Free AI Prompt Maker","200","indexable","IMPROVE","","Discovered - currently not indexed; no last crawl (GSC 2026-07-10)","","","","","","","NO_GSC_PAGE_DATA","","","review","Conservative improve decision preserves the URL while trust, accuracy, uniqueness, and UX remediation is completed.","IMPLEMENTED_NOINDEX_NEEDS_REVIEW"
